Age,BusinessTravel,DailyRate,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,MonthlyIncome,NumCompaniesWorked,OverTime,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Department_Research & Development,Department_Sales,EducationField_Marketing,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,EmployeeSatisfaction,JobLevelSatisfaction,Attrition
33,1,118,16,1,3,2,5324,5,0,0,6,3,3,3,2,2,False,True,True,False,False,False,False,False,False,False,False,False,True,1.6666666666666667,2,1
36,1,676,1,3,3,2,5228,0,0,1,10,2,3,9,7,5,True,False,False,False,False,False,False,True,False,False,False,True,False,2.0,4,0
29,1,1252,23,3,4,1,2700,1,0,1,10,3,3,10,7,7,True,False,False,False,False,False,False,False,False,False,False,True,False,3.0,3,0
35,1,1258,1,4,4,1,2506,3,0,0,7,0,3,2,2,2,True,False,False,False,False,False,False,False,False,False,False,False,True,3.3333333333333335,3,0
42,1,932,1,4,2,2,6062,9,1,1,8,4,3,4,3,2,True,False,False,False,False,False,False,True,False,False,False,True,False,4.0,8,0
28,1,890,2,3,3,1,4382,6,0,0,5,3,2,2,2,1,True,False,False,False,False,False,False,False,False,False,False,False,True,3.3333333333333335,3,1
36,1,1041,13,3,3,1,2143,4,0,1,8,2,3,5,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,2,0
32,1,859,4,3,2,2,6162,1,0,1,14,3,3,14,13,8,True,False,False,False,False,False,False,True,False,False,False,True,False,3.0,6,0
40,2,720,16,1,2,2,5094,6,0,0,10,6,3,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,2.6666666666666665,6,0
30,1,946,2,3,2,2,6877,5,1,0,12,4,2,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,3.0,8,0
45,1,252,2,2,2,1,2274,1,0,0,1,3,3,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,3.0,3,0
42,1,933,29,2,3,2,4434,1,0,1,10,3,2,9,8,8,True,False,False,False,False,False,False,True,False,False,False,True,False,2.6666666666666665,4,0
38,2,471,12,1,2,2,6288,2,0,1,13,3,2,4,3,2,True,False,False,False,True,False,False,False,False,False,True,False,False,1.6666666666666667,2,0
34,2,702,16,3,2,1,2553,1,0,0,6,3,3,5,2,3,True,False,False,False,False,False,False,False,False,False,False,False,True,3.3333333333333335,4,0
49,1,1184,11,3,3,3,7654,1,0,2,9,3,4,9,8,7,False,True,True,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,12,1
55,1,436,2,3,3,2,5160,4,0,0,12,3,2,9,7,3,False,True,False,False,False,False,False,False,False,False,False,False,True,3.3333333333333335,8,1
43,1,589,14,2,3,4,17159,6,0,1,22,3,3,4,1,0,True,False,False,False,False,False,False,False,True,False,False,True,False,2.0,4,0
27,1,269,5,3,2,3,12808,1,1,1,9,3,3,9,8,8,True,False,False,True,False,False,False,False,True,False,True,False,False,3.0,12,0
35,1,950,7,3,3,3,10221,3,0,0,17,3,4,8,5,6,True,False,False,False,False,False,False,True,False,False,False,False,True,2.6666666666666665,9,0
28,1,760,2,2,3,2,4779,1,1,0,8,2,3,8,7,5,False,True,True,False,False,False,False,False,False,False,False,True,False,1.6666666666666667,4,0
34,1,829,3,3,3,1,3737,0,0,1,4,1,1,3,2,2,False,False,False,False,False,False,False,False,False,False,False,True,False,3.3333333333333335,4,0
26,2,887,5,3,2,1,2366,1,1,1,8,2,3,8,7,7,True,False,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,3,1
27,0,443,3,4,3,1,1706,1,0,3,0,6,2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,3.6666666666666665,4,0
44,1,625,4,4,3,2,5933,9,0,0,10,2,2,5,2,3,True,False,False,False,True,False,False,False,False,False,False,False,True,3.3333333333333335,4,0
25,1,180,2,1,4,1,3424,7,0,0,6,3,2,4,3,1,True,False,False,False,False,False,False,False,False,False,False,False,True,1.6666666666666667,1,0
33,1,586,1,1,4,2,4037,1,0,1,9,5,3,9,8,8,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0,2,0
35,1,1343,27,3,2,1,2559,1,0,0,6,3,2,6,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,2.6666666666666665,1,0
36,1,928,1,2,3,2,6201,1,1,1,18,1,2,18,14,11,False,True,False,False,False,False,False,False,False,False,False,True,False,3.3333333333333335,8,0
32,1,117,13,2,3,2,4403,2,0,1,8,3,2,5,2,3,False,True,False,False,False,False,False,False,False,False,True,False,False,3.0,8,0
30,2,1012,5,2,2,1,3761,9,0,1,10,3,2,5,4,3,True,False,False,False,False,False,False,False,False,False,True,False,False,2.6666666666666665,4,0
45,1,930,9,4,3,3,10761,4,1,1,18,2,3,5,4,2,False,True,True,False,False,False,False,False,False,False,True,False,False,2.6666666666666665,3,0
32,1,638,8,3,4,2,5175,5,0,1,9,3,2,5,3,3,True,False,False,False,False,False,False,False,False,False,False,True,False,3.0,6,0
52,2,890,25,3,2,4,13826,3,0,0,31,3,3,9,8,0,True,False,False,False,False,False,False,True,False,False,False,True,False,3.3333333333333335,16,0
37,1,342,16,4,2,2,6334,4,0,2,9,2,3,1,0,0,False,True,True,False,False,False,False,False,False,False,True,False,False,3.6666666666666665,6,0
28,1,1169,8,2,2,1,4936,1,0,1,6,6,3,5,1,4,False,False,False,False,False,False,False,False,False,False,True,False,False,3.3333333333333335,4,0
22,1,1230,1,4,2,2,4775,6,0,2,4,2,1,2,2,2,True,False,False,False,False,False,False,True,False,False,False,True,False,3.0,8,0
44,1,986,8,1,4,1,2818,2,1,1,10,2,2,3,2,2,True,False,False,False,False,True,False,False,False,False,False,True,False,2.6666666666666665,4,0
42,2,1271,2,2,3,1,2515,5,1,0,8,2,3,2,1,2,True,False,False,False,False,False,False,False,False,False,False,False,True,3.3333333333333335,4,0
36,1,1278,8,1,2,1,2342,0,0,0,6,3,3,5,4,3,False,False,False,False,False,False,False,False,False,False,False,True,False,1.6666666666666667,1,0
25,1,141,3,3,3,2,4194,1,1,0,5,3,3,5,3,3,False,True,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,2,0
35,2,130,25,4,3,1,2022,1,1,1,10,3,2,10,2,8,True,False,False,False,False,False,False,False,False,False,True,False,False,2.3333333333333335,2,1
32,0,300,1,4,3,1,2314,0,0,1,4,2,3,3,0,2,True,False,False,False,False,True,False,False,False,False,True,False,False,3.3333333333333335,4,0
25,1,583,4,3,2,2,4256,1,0,0,5,1,4,5,2,3,False,True,True,False,False,False,False,False,False,False,False,True,False,1.6666666666666667,2,0
49,1,1418,1,3,3,1,3580,2,0,1,7,2,3,4,2,2,True,False,False,True,False,False,False,False,False,False,False,True,False,2.0,1,0
24,0,1269,4,1,2,1,3162,0,0,0,6,2,2,5,2,4,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0,4,0
32,2,379,5,2,3,2,6524,1,0,1,10,3,3,10,8,3,False,True,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,4,0
38,1,395,9,2,2,1,2899,0,0,1,3,3,3,2,2,2,False,True,True,False,False,False,False,False,False,True,False,True,False,2.6666666666666665,2,0
42,1,1265,3,3,4,2,5231,2,1,1,17,1,2,5,3,3,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0,8,0
31,1,1222,11,4,3,1,2356,3,1,1,8,2,3,6,4,2,True,False,False,False,False,False,False,False,False,False,False,True,False,3.3333333333333335,4,0
29,1,341,1,2,2,1,2800,6,1,3,5,3,3,3,2,2,False,True,False,False,False,False,False,False,False,True,True,False,False,2.6666666666666665,3,1
53,1,868,8,1,3,4,11836,5,0,1,28,3,3,2,0,2,False,True,True,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,16,0
35,1,672,25,4,2,3,10903,3,0,0,16,2,3,13,10,8,True,False,False,True,False,False,False,True,False,False,False,True,False,2.3333333333333335,6,0
37,2,1231,21,3,3,1,2973,5,0,1,10,3,3,5,4,0,False,True,False,False,False,False,False,False,False,True,False,True,False,3.0,4,0
53,1,102,23,4,3,4,14275,6,0,0,33,0,3,12,9,8,True,False,False,False,False,False,False,False,True,False,False,False,True,3.6666666666666665,16,0
43,2,422,1,4,3,2,5562,4,0,1,12,2,2,5,2,2,True,False,False,False,True,False,False,False,False,False,False,True,False,3.3333333333333335,8,0
47,1,249,2,3,3,2,4537,0,1,1,8,2,3,7,6,7,False,True,True,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,8,0
37,0,1252,19,1,3,3,7642,1,1,0,10,2,3,10,0,9,False,True,False,False,False,False,False,False,False,False,False,False,True,2.3333333333333335,6,0
39,1,1383,2,4,2,2,5204,8,0,2,13,2,3,5,4,4,False,False,False,False,False,False,False,False,False,False,False,True,False,3.6666666666666665,8,0
33,1,1075,3,4,3,1,2277,3,1,1,7,4,4,4,3,3,False,False,False,False,False,False,False,False,False,False,True,False,False,3.0,2,0
32,1,374,25,1,3,1,2795,1,1,0,1,2,1,1,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,2.6666666666666665,4,1
29,1,1086,7,1,2,1,2532,6,0,3,8,5,3,4,3,3,True,False,False,False,False,True,False,False,False,False,True,False,False,2.6666666666666665,4,0
44,1,661,9,2,3,1,2559,1,1,0,8,0,3,8,7,1,True,False,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,1,0
28,1,821,5,1,3,2,4908,1,0,0,4,3,3,4,2,2,False,True,False,False,False,False,False,False,False,False,False,False,True,2.3333333333333335,8,0
58,2,781,2,4,2,1,2380,9,1,1,3,3,2,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,4.0,4,1
43,1,177,8,1,3,2,4765,4,0,1,4,2,4,1,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,2.0,4,0
20,1,500,2,3,2,1,2044,1,0,0,2,3,2,2,2,2,False,True,False,False,False,False,False,False,False,True,False,False,True,3.3333333333333335,3,1
21,1,1427,18,4,3,1,2693,1,0,0,1,3,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,3.0,4,1
36,1,1425,14,3,3,2,6586,0,1,1,17,2,2,16,8,11,True,False,False,False,True,False,False,False,False,False,False,True,False,2.6666666666666665,8,0
47,1,1454,2,4,2,1,3294,1,1,0,3,3,2,3,2,2,False,True,False,False,False,False,False,False,False,True,False,False,True,3.0,4,0
22,1,617,3,2,3,2,4171,0,1,1,4,3,4,3,2,2,True,False,False,False,False,False,False,True,False,False,False,True,False,2.0,6,1
41,1,1085,2,2,1,1,2778,4,1,1,10,1,2,7,7,0,True,False,False,False,False,True,False,False,False,False,True,False,False,3.0,4,1
28,1,995,9,3,3,1,2377,5,0,1,6,2,3,2,2,2,True,False,False,False,False,False,False,False,False,False,True,False,False,2.6666666666666665,3,0
39,1,1122,6,4,3,1,2404,7,1,0,8,2,1,2,2,2,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0,1,1
27,1,618,4,2,3,1,2318,1,0,0,1,2,3,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,2.6666666666666665,3,0
34,1,546,10,2,3,1,2008,1,0,2,1,3,3,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,2.0,2,0
42,1,462,14,3,2,2,6244,7,0,0,10,6,3,5,4,3,False,True,False,False,False,False,False,False,False,False,False,False,True,2.3333333333333335,6,0
33,1,1198,1,3,2,1,2799,3,1,0,6,1,3,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,True,2.0,1,0
58,1,1272,5,3,2,3,10552,2,1,1,24,3,3,6,0,4,True,False,False,True,True,False,False,False,False,False,True,False,False,3.0,6,0
31,1,154,7,2,2,1,2329,3,0,0,13,2,4,7,7,2,False,True,False,False,False,False,False,False,False,True,False,True,False,2.3333333333333335,3,0
35,1,1137,21,4,3,2,4014,1,1,1,10,2,1,10,6,7,True,False,False,False,True,False,False,False,False,False,False,True,False,4.0,8,0
48,1,1469,20,4,3,1,2259,4,0,2,13,2,2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,3,0
31,0,1188,20,4,3,2,6932,1,0,1,9,2,2,9,8,0,False,True,True,False,False,False,False,False,False,False,False,True,False,3.6666666666666665,6,0
36,1,188,7,2,3,1,4678,2,0,0,8,6,3,6,2,1,True,False,False,False,False,False,False,False,False,False,False,False,True,3.0,4,0
38,1,1333,1,4,3,3,13582,1,0,1,15,3,3,15,12,11,True,False,False,True,False,False,False,False,True,False,False,True,False,2.3333333333333335,3,0
32,0,1184,1,3,2,1,2332,6,0,0,5,3,3,3,0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,2.6666666666666665,2,0
25,1,867,19,3,2,1,2413,1,1,3,1,2,3,1,0,0,False,True,True,False,False,False,False,False,False,True,False,True,False,2.6666666666666665,2,1
40,1,658,10,1,2,3,9705,2,0,1,11,2,2,1,0,0,False,True,True,False,False,False,False,False,False,False,True,False,False,1.6666666666666667,6,0
26,2,1283,1,3,2,2,4294,1,0,0,7,2,3,7,7,7,False,True,False,False,False,False,False,False,False,False,False,False,True,2.0,2,0
36,1,938,2,3,3,1,2519,4,0,0,16,6,3,11,8,9,True,False,False,False,False,True,False,False,False,False,False,False,True,3.0,3,0
19,1,419,21,4,2,1,2121,1,1,0,1,3,4,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,2.6666666666666665,2,1
20,1,129,4,1,3,1,2973,1,0,0,1,2,3,1,0,0,True,False,False,True,False,True,False,False,False,False,False,False,True,1.3333333333333333,1,1
31,1,616,12,4,3,2,5855,0,1,2,10,2,1,9,7,5,True,False,False,False,True,False,False,False,False,False,False,True,False,3.6666666666666665,8,0
40,2,1469,9,4,3,1,3617,8,1,1,3,2,3,1,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,3.3333333333333335,2,0
32,1,498,3,3,3,2,6725,1,0,1,8,2,4,8,7,3,True,False,False,False,False,False,False,True,False,False,False,True,False,2.3333333333333335,2,0
36,1,530,3,3,2,3,10325,1,1,1,16,6,3,16,7,7,False,True,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,12,1
33,1,1069,1,2,2,2,6949,0,0,0,6,3,3,5,0,4,True,False,False,False,True,False,False,False,False,False,False,False,True,2.3333333333333335,8,0
37,1,625,1,1,2,3,10609,5,0,0,17,2,1,14,1,7,False,True,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,9,1
45,0,805,4,3,3,2,4447,1,0,0,9,5,2,9,7,8,True,False,False,False,False,True,False,False,False,False,False,True,False,2.3333333333333335,4,0
29,2,1404,20,3,3,1,2157,1,0,1,3,5,3,3,1,2,False,True,False,True,False,False,False,False,False,True,False,True,False,3.0,4,0
35,1,1219,18,3,3,2,4601,1,0,0,5,3,3,5,2,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,6,0
52,1,1053,1,4,3,4,17099,2,0,1,26,2,2,9,8,8,True,False,False,False,False,False,True,False,False,False,False,True,False,3.3333333333333335,16,0
58,1,289,2,4,3,1,2479,4,0,0,7,4,3,1,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,2.6666666666666665,3,1
30,1,231,8,3,3,3,7264,5,0,1,10,2,4,8,4,7,False,True,False,False,False,False,False,False,False,False,True,False,False,2.3333333333333335,9,0
38,0,152,10,3,3,2,5666,1,1,0,6,1,3,5,3,3,False,True,False,True,False,False,False,False,False,False,False,False,True,3.0,8,0
35,1,882,3,4,3,3,7823,6,0,1,12,2,3,10,9,8,False,True,False,False,False,False,False,False,False,False,True,False,False,3.3333333333333335,12,0
39,1,903,2,1,4,3,7880,0,0,0,9,3,3,8,7,7,False,True,False,False,False,False,False,False,False,False,False,False,True,2.6666666666666665,9,0
40,0,1479,24,2,4,4,13194,4,1,0,22,2,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,2.6666666666666665,8,1
47,2,1379,16,3,4,2,5067,1,1,0,20,3,4,19,10,7,True,False,False,False,False,False,False,True,False,False,True,False,False,3.0,6,0
36,0,1229,8,1,3,2,5079,4,0,2,12,3,3,7,7,7,False,True,False,True,False,False,False,False,False,False,True,False,False,3.0,8,0
31,0,335,9,3,2,1,2321,0,1,0,4,0,3,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,True,1.6666666666666667,1,1
33,0,722,17,4,3,4,17444,1,0,0,10,2,3,10,8,0,False,True,False,False,False,False,True,False,False,False,False,False,True,3.6666666666666665,12,0
29,1,906,10,4,2,1,2404,6,1,0,3,5,3,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,2.6666666666666665,1,1
33,1,461,13,2,3,1,3452,3,0,0,5,4,3,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,True,2.3333333333333335,4,0
45,1,974,1,4,3,1,2270,3,0,2,8,2,3,5,3,2,True,False,False,False,False,True,False,False,False,False,True,False,False,4.0,4,0
50,1,1126,1,4,3,4,17399,9,0,1,32,1,2,5,4,3,True,False,False,False,False,False,False,False,True,False,True,False,False,3.6666666666666665,16,0
33,2,827,1,3,4,2,5488,1,1,1,6,2,3,6,5,2,True,False,False,False,True,False,False,False,False,False,False,True,False,2.0,4,0
27,1,1134,16,3,3,1,2811,9,0,1,4,2,3,2,2,2,True,False,False,True,False,True,False,False,False,False,False,True,False,2.3333333333333335,2,0
45,0,248,23,4,3,2,3633,1,1,1,9,2,3,9,8,8,True,False,False,False,False,True,False,False,False,False,False,True,False,2.6666666666666665,2,0
47,1,955,4,4,3,2,4163,1,1,0,9,0,3,9,0,7,False,True,False,False,False,False,False,False,False,False,False,False,True,3.6666666666666665,8,0
30,1,138,22,1,3,1,2132,4,1,0,7,2,3,5,2,1,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0,3,1
50,1,939,24,4,3,4,13973,3,1,1,22,2,3,12,11,5,True,False,False,False,False,False,False,True,False,False,False,True,False,3.6666666666666665,12,0
38,2,1391,10,3,3,1,2684,0,0,1,3,0,2,2,1,2,True,False,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,3,0
46,1,566,7,4,3,3,10845,6,0,1,13,3,3,8,7,7,True,False,False,False,False,False,False,True,False,False,True,False,False,3.0,9,0
24,1,1206,17,4,2,2,4377,1,0,2,5,6,3,4,2,2,True,False,False,False,False,False,False,True,False,False,True,False,False,3.0,6,0
35,1,622,14,3,2,1,3743,1,1,1,5,2,1,4,2,2,True,False,False,False,False,True,False,False,False,False,True,False,False,3.0,2,1
31,2,853,1,3,3,2,4148,1,0,1,4,1,3,4,3,3,True,False,False,False,False,False,False,True,False,False,False,True,False,2.3333333333333335,2,0
18,0,287,5,2,3,1,1051,1,0,0,0,2,3,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,3.3333333333333335,4,0
54,1,1441,17,3,3,3,10739,8,0,1,22,2,3,10,7,8,True,False,False,True,False,False,False,True,False,False,False,True,False,3.0,9,0
35,1,583,25,3,3,3,10388,1,1,1,16,3,2,16,10,1,True,False,False,False,True,False,False,False,False,False,True,False,False,3.0,9,0
30,1,153,8,2,4,3,11416,0,1,3,9,4,2,8,7,7,True,False,False,False,False,False,False,False,True,False,False,True,False,2.0,3,0
20,1,1097,11,4,2,1,2600,1,1,0,1,2,3,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,2.0,1,1
30,2,109,5,2,3,1,2422,0,0,0,4,3,3,3,2,2,True,False,False,False,False,True,False,False,False,False,False,False,True,1.6666666666666667,2,1
26,1,1066,2,4,4,2,5472,1,0,0,8,2,3,8,7,3,True,False,False,False,False,False,False,True,False,False,False,True,False,3.3333333333333335,8,0
22,1,217,8,2,1,1,2451,1,0,1,4,3,2,4,3,1,True,False,False,False,False,True,False,False,False,False,False,True,False,1.3333333333333333,1,0
48,1,277,6,1,2,2,4240,2,0,0,19,0,3,2,2,2,True,False,False,False,True,False,False,False,False,False,False,False,True,2.6666666666666665,6,0
48,1,1355,4,3,2,3,10999,7,0,0,27,3,3,15,11,8,True,False,False,False,True,False,False,False,False,False,False,False,True,2.6666666666666665,9,0
41,1,549,7,4,3,2,5003,6,0,0,8,6,3,2,2,1,True,False,False,False,False,False,False,True,False,False,False,False,True,3.0,6,0
39,1,466,1,4,2,4,12742,1,0,1,21,3,3,21,6,8,True,False,False,False,False,False,False,True,False,False,False,True,False,3.6666666666666665,16,0
27,1,1055,2,1,3,2,4227,0,0,1,4,2,3,3,2,2,True,False,False,False,False,False,False,True,False,False,False,True,False,2.3333333333333335,8,0
35,1,802,10,2,3,1,3917,1,0,1,3,4,2,3,2,2,True,False,False,False,False,True,False,False,False,False,True,False,False,2.3333333333333335,4,0
42,1,265,5,4,3,5,18303,6,0,0,21,3,4,1,0,0,False,True,True,False,False,False,True,False,False,False,False,True,False,3.0,15,0
50,1,804,9,1,3,1,2380,4,0,0,8,5,3,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,2.3333333333333335,4,0
59,1,715,2,3,2,4,13726,3,1,0,30,4,3,5,3,3,True,False,False,False,False,False,False,True,False,False,False,False,True,2.6666666666666665,16,0
37,1,1141,11,1,1,2,4777,5,0,0,15,2,1,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,1.3333333333333333,4,1
55,2,135,18,3,3,2,6385,3,1,2,17,3,3,8,7,7,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0,4,0
38,1,1035,3,2,3,2,6861,8,1,0,19,1,3,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,3.0,8,0
26,0,265,29,2,1,2,4969,8,0,0,7,6,3,2,2,2,False,True,False,False,False,False,False,False,False,False,False,False,True,2.3333333333333335,2,1
44,1,1448,28,4,4,4,13320,3,1,1,23,2,3,12,11,11,False,True,False,False,False,False,False,False,False,False,False,True,False,3.6666666666666665,16,0
50,0,145,1,4,3,2,6347,0,0,1,19,3,3,18,7,13,False,True,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,6,0
39,2,945,22,4,3,3,10880,1,1,0,21,2,3,21,6,8,True,False,False,False,False,False,False,True,False,False,False,False,True,2.6666666666666665,3,0
33,0,1038,8,2,2,1,2342,0,0,0,3,2,2,2,2,2,False,True,False,False,False,False,False,False,False,True,False,False,True,3.3333333333333335,4,0
45,1,1234,11,4,3,4,17650,3,0,1,26,4,4,9,3,1,False,True,False,False,False,False,True,False,False,False,False,True,False,3.3333333333333335,16,0
32,0,1109,29,4,3,1,4025,9,0,0,10,2,3,8,7,7,True,False,False,False,False,True,False,False,False,False,False,False,True,3.0,3,0
34,1,216,1,2,4,2,9725,0,0,1,16,2,2,15,1,9,False,True,True,False,False,False,False,False,False,False,True,False,False,3.3333333333333335,8,0
59,1,1089,1,2,3,3,11904,3,1,1,14,1,1,6,4,4,False,True,False,True,False,False,True,False,False,False,False,True,False,3.0,12,0
45,1,788,24,2,3,1,2177,1,0,0,6,3,3,6,3,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1.6666666666666667,2,0
53,2,124,2,3,2,3,7525,2,0,1,30,2,3,15,7,12,False,True,True,False,False,False,False,False,False,False,False,True,False,2.0,6,0
36,1,660,15,1,3,2,4834,7,0,1,9,3,2,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,2.0,6,1
26,2,342,2,1,3,1,2042,6,1,1,6,2,3,3,2,2,True,False,False,False,False,False,False,False,False,False,False,True,False,1.3333333333333333,1,1
34,1,1333,10,3,3,1,2220,1,1,1,1,2,3,1,1,0,False,True,False,False,False,False,False,False,False,True,False,True,False,3.3333333333333335,3,0
28,1,1144,10,4,3,1,1052,1,0,0,1,5,3,1,0,0,False,True,False,False,False,False,False,False,False,True,False,True,False,2.6666666666666665,2,0
38,2,1186,3,3,3,1,2821,3,0,1,8,2,3,2,2,2,True,False,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,3,0
50,1,1464,2,2,3,5,19237,2,1,1,29,2,2,8,1,7,True,False,False,False,False,False,False,False,True,False,False,True,False,3.0,15,0
37,1,124,3,4,3,2,4107,3,0,0,8,3,2,4,3,1,True,False,False,False,True,False,False,False,False,False,False,False,True,2.3333333333333335,4,0
40,1,300,26,3,3,2,8396,1,0,1,8,3,2,7,7,5,False,True,True,False,False,False,False,False,False,False,False,True,False,2.0,2,0
26,2,921,1,1,2,1,2007,1,0,2,5,5,3,5,3,3,True,False,False,False,False,False,False,False,False,False,True,False,False,2.3333333333333335,3,0
46,1,430,1,4,3,5,19627,9,0,2,23,0,3,2,2,2,True,False,False,False,False,False,False,False,True,False,True,False,False,4.0,20,0
54,1,1082,2,3,2,3,10686,6,0,1,13,4,3,9,4,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,9,0
56,2,1240,9,1,3,1,2942,2,0,1,18,4,3,5,4,3,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0,3,0
36,1,796,12,4,2,3,8858,0,0,0,15,2,2,14,8,8,True,False,False,False,False,False,False,True,False,False,False,False,True,3.3333333333333335,12,0
55,0,444,2,3,2,4,16756,7,0,0,31,3,4,9,7,2,True,False,False,False,False,False,True,False,False,False,False,False,True,2.0,4,0
43,1,415,25,3,2,3,10798,5,0,1,18,5,3,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,3.3333333333333335,12,0
20,2,769,9,4,3,1,2323,1,1,0,2,3,3,2,2,2,False,True,True,False,False,False,False,False,False,True,False,False,True,3.3333333333333335,4,1
21,1,1334,10,3,2,1,1416,1,0,0,1,6,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,1.6666666666666667,1,1
46,1,1003,8,4,2,2,4615,8,1,3,19,2,3,16,13,7,True,False,False,False,False,False,False,False,False,False,True,False,False,2.0,2,0
51,1,1323,4,1,3,1,2461,9,1,3,18,2,4,10,0,7,True,False,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,3,1
28,0,1366,24,2,2,3,8722,1,0,0,10,2,2,10,7,9,True,False,False,True,True,False,False,False,False,False,False,False,True,1.3333333333333333,3,1
26,1,192,1,1,2,1,3955,1,0,2,6,2,3,5,3,3,True,False,False,False,False,True,False,False,False,False,False,True,False,1.0,1,0
30,1,1176,20,3,3,2,9957,0,0,1,7,1,2,6,2,2,True,False,False,False,False,False,False,True,False,False,False,True,False,2.3333333333333335,2,0
41,1,509,7,2,4,1,3376,1,0,0,10,3,3,10,6,8,True,False,False,True,False,False,False,False,False,False,False,True,False,2.6666666666666665,3,0
38,1,330,17,3,2,3,8823,0,0,1,20,4,2,19,9,9,True,False,False,False,True,False,False,False,False,False,False,True,False,2.3333333333333335,9,0
40,1,1492,20,1,3,3,10322,4,0,1,14,6,3,11,10,1,True,False,False,True,True,False,False,False,False,False,False,True,False,3.0,12,0
27,0,1277,8,1,1,1,4621,1,0,3,3,4,3,3,2,2,True,False,False,False,False,True,False,False,False,False,False,True,False,2.6666666666666665,3,0
55,2,1091,2,4,3,3,10976,3,0,1,23,4,3,3,2,2,True,False,False,False,False,False,False,True,False,False,False,True,False,2.6666666666666665,6,0
28,1,857,10,3,3,2,3660,3,0,0,10,4,4,8,7,7,True,False,False,False,False,False,False,False,False,False,False,False,True,3.3333333333333335,6,0
44,1,1376,1,2,2,3,10482,9,0,1,24,1,3,20,6,6,False,False,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,3,1
33,1,654,5,4,2,3,7119,4,0,1,9,2,3,3,2,2,True,False,False,False,True,False,False,False,False,False,True,False,False,3.6666666666666665,12,0
35,1,1204,4,4,3,3,9582,0,1,0,9,2,3,8,7,7,False,True,False,True,False,False,False,False,False,False,False,False,True,2.0,3,1
